Date,Hour,Central/Western,Southern,Eastern,Kwun Tong,Sham Shui Po,Kwai Chung,Tsuen Wan,Tseung Kwan O,Yuen Long,Tuen Mun,Tung Chung,Tai Po,Sha Tin,North,Tap Mun,Causeway Bay,Central,Mong Kok
,03,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3
,04,3,3,3,2,3,3,3,2,2,3,3,3,3,3,2,3,3,3
,05,3,3,3,2,3,3,3,2,2,3,3,3,3,3,2,3,3,3
,06,3,3,3,2,3,3,3,2,2,3,3,2,3,3,2,3,3,3
,07,3,3,3,2,3,3,3,2,2,3,3,2,3,2,2,3,3,3
,08,3,2,3,2,3,3,3,2,2,3,2,3,3,3,2,3,3,3
,09,3,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3
,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3*,3,3,3,3
,12,3,3,3,3,3*,3,3,3,3,3*,3,3,3,3*,3,4,3,3
,13,3,3,3,3,3*,3,3,3,3,3*,3,3,3,3*,3,4,3,3
,14,3,3,3,3,3*,3,3,3,3,3,3,3,3,3*,3,4,3,3
,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3*,3,3,3,3
,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
,21,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,23,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3
,24,2,3,3,2,2,3,3,3,3,3,2,3,3,3,2,3,3,3
,Daily Max,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
2024-04-03,01,2,2,3,2,2,2,2,2,2,3,2,2,3,2,2,3,3,3
,02,2,2,3,2,2,2,2,2,2,3,2,2,3,2,*,3,2,3
,03,2,2,3,2,2,2,2,2,2,2,2,2,3,2,*,3,2,2
,04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,11,2*,2,2,2,2,2,2*,2,2,2,2,2,2,2,2,3,3,3
,12,2*,2,2*,2,2,2,2*,2,2,2,2,2,2,2,2,3,3,3
,13,2*,2,2*,2,2*,2,2*,2,2,2,2,2,2,2,2,3,3,3
,14,2*,2,2,2,2*,2,2,2,2,2,2,2,2,2,2,3,2,3
,15,2*,2,2,2,2*,2,2,2,2,2,2,2,2,2,*,3,2,3
,16,2,2,2,2,2*,2,2,2,2,2,2,2,2,2,*,3,2,3
,17,2,2,2,2,2*,2,2*,2,2,2,2,2,2,2,*,3,2,3
,18,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,2,3,2,3
,19,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,2,3,2,3
,20,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2
,21,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2
,22,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2
,23,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2
,24,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2
,Daily Max,2,2,3,2,2,2,3,2,2,3,2,2,3,2,2,3,3,3
2024-04-04,01,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
,02,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,2,2,2,2
,03,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,2,2,2,2
,04,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
,05,2,2,2,2,2*,2,2,2,2,2,2,2,2,2,2,2,2,2
,06,2,2,2,2,2*,2,2,2,2,2,2,2,2,2,2,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,11,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
,12,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2
,13,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2
,14,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2
,15,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2
,16,2,2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,2,3
,17,2,3,3,2,2,2,3,2,2,2,2,2,2,3,2,3,2,3
,18,2,3,3,2,2,2,3,2,2,2,2,2,2,3,2,3,2,3
,19,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3
,20,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3
,21,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3
,22,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3
,23,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,3
,24,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2
,Daily Max,2,3,3,2,2,2,3,2,2,2,2,2,2,3,2,3,2,3
2024-04-05,01,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2
,02,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2
,03,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2
,04,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
,05,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
,06,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2
,07,2,2,3,2,2,2,3,2,2,2,2,2,2,2*,2,3,2,2
,08,2,2,3,2,2,2,3,2,2,2,2,2,2,2*,2,3,2,2
,09,2,2,3,2,2,2,3,2,2,2,2,2,2,2*,2,3,2,3
,10,2,2,3,2,2,2,3,2,2,2,2,2,2,2*,2,3,2,3
,11,2,2,3,2,2,2,3,2,2,2,2,2,2,2*,3,3,3,3
,12,2,3,3,2,2,2,3,3,2,3,2,2,2,2*,3,3,3,3
,13,3,3,3,3,3,3*,3,3*,3,3,2,2,3,3*,3,3,3,3
,14,3,3,3,3,3,3*,3,3*,3,3,3,3,3,3*,3,3,3,3
,15,3,3,3,3,3,3,3,3*,3,3,3,3,3,3*,3,3,3,3
,16,3,3,3,3,3,3,3,3*,3,3,3,3,3,3,3,4,3,3
,17,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3
,18,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3
,19,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,3,3
,20,3,3,4,3,3,3,4,4,3,3,3,3,3,3,4,4,3,4
,21,3,3,4,3,3,3,4,4,3,3,3,3,3,3,4,4,3,4
,22,3,3,4,3,3,3,4,4,3,3,3,3,3,3,4,4,3,4
,23,3,3,4,3,3,3,4,4,3,3,3,3,3,3,4,4,3,4
,24,3,4,4,3,3,3,4,4,3,3,3,3,4,4,4,4,4,4
,Daily Max,3,4,4,3,3,3,4,4,3,3,3,3,4,4,4,4,4,4
2024-04-06,01,3,4,4,3,3,3,4,4,3,3,3,3,4,4,4,4,3,4
,02,3,4,4,3,3,3,4,4,3,3,3,3,3,3,4,4,3,3
,03,3,3,4,3,3,3,4,4,3,3,3,3,3,3,4,4,3,3
,04,3,3,4,3,3,3,4,4,3,3,3,3,3,3,4,4,3,3
,05,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3
,06,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
,07,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
,08,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
,09,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
,10,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3
,11,3,3,4,3,3,3,4,4,3,3,3,3,3,3,4,4,3,4
,12,3,4,4,3,3,3,4,4,3,3,3,3,3,3,4,4,4,4
,13,3,4,4,3,4,4,4,4,3,3,3,3,3,3,4,4,4,4
,14,3,3,4,3,4,3,4,4,3,3,3,3,3,3,4,4,4,4
,15,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,4,3,4
,16,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,4,3,4
,17,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4
,18,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4
,19,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4
,20,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,4,3,4
,21,3,3,4,3,3,3,4,4,3,3,3,3,4,3,3,4,3,4
,22,3,4,4,3,3,3,4,3,3,3,3,3,3,3,4,4,3,4
,23,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4
,24,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4
,Daily Max,3,4,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4
2024-04-07,01,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4
,02,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
,03,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
,04,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3
,05,2,3,3,3,2,2,3,3,2,3,2,3,3,3,3,3,2,3
,06,2,3,3,3,2,2,3,3,2,2,2,3,3,3,3,3,2,3
,07,3,3,3,3,2,2,3,3,2,2,2,3,3,3,3,3,2,3
,08,3,2,3,3,3,2,3,3,2,2,2,3,3,3,3,3,3,3
,09,3,2,3,3,3,2,3,3,2,2,2,3,3,3,2,3,3,3
,10,3,2,3,3,3,2,3,3,2,2,2,3,3,3,3,3,3,3
,11,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3
,12,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3
,13,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
,14,3,3,3,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3
,15,3,3,3,3,3,3,3,4,3,3,2,3,3,3,4,3,3,3
,16,3,3,3,3,2,3,3,4,3,3,2,3,3,3,3,3,2,3
,17,2,3,3,3,2,3,3,4,2,3,2,3,2,3,3,3,2,3
,18,2,3,3,3,2,2,3,4,2,2,2,3,2,3,3,3,2,3
,19,2,3,3,3,2,2,3,3,2,2,2,3,2,3,3,3,2,3
,20,2,2,3,3,3,2,3,3,2,2,2,3,3,3,3,3,3,3
,21,3,2,4,3,3,2,3,4,2,2,2,3,3,3,4,3,3,3
,22,3,2,4,3,3,3,3,4,2,2,2,3,3,3,3,3,3,3
,23,3,2,4,3,3,3,3,4,2,3,2,3,3,3,3,3,3,3
,24,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3
,Daily Max,3,3,4,3,3,3,4,4,3,3,3,3,3,3,4,4,3,4
2024-04-08,01,3,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3
,02,3,2,3,3,3,3,3,3,2*,3,2,3,3,3,3,3,3,3
,03,3,3,3,3,3,3,3,3,2*,3,2,3*,3,3,3,3,3,3
,04,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3
,05,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3
,06,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3
,07,3,2,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3
,08,3,2,3,3,3,2,3,3,2,3,2,3,3,3,2,3,3,3
,09,3,2,3,3,3,2,3,3,2,3,2,2,3,3,2,3,3,3
,10,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3
,11,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
,12,3,3,3,3,3,3,3,3,3,3,3*,3,3,3*,3,3,3,3*
,13,3,3,3,3,3,3,3,3,3,3,3*,3,3,3*,3,4,3,3*
,14,3,3,3,3,3,3,3,3,3,3,3*,3,3,3*,3,3,3,3*
,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3*,3,3,3,3
,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,17,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3
,18,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3
,19,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4
,20,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,4,3,4
,21,2,3,3,3,3,3,3,3,2,2,2,3,3,3,2,4,3,3
,22,2,2,3,3,2,2,3,3,2,2,2,2,2,2,2,3,2,3
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,Daily Max,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,4
2024-04-09,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,02,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
,03,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
,04,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,10,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2
,11,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,2
,12,2,2,2,2,2,2,3*,2,2,2*,2,2,2,2,2,3,3,2
,13,2,2,3*,2,2,2,3*,2,3,2*,2,2,2*,2,2,3,2,3
,14,2,2,3*,2,3,2,3*,2,3,2*,2,2,2*,2,2,3,3,3
,15,3,3,3*,3,3,3,3,3,3,2*,2,3,3*,3,3,3,3,3
,16,3,3,3,3,3,3,3,3,3,2*,2,3,3*,3,3,3,3,3
,17,3,3,3,3,3,3,3,3,3,2*,3,3,3,3,3,3,3,3
,18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,21,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,23,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,24,3,4,4,3,3,3,4,4,3,3,3,3,3,3,3,4,3,3
,Daily Max,3,4,4,3,3,3,4,4,3,3,3,3,3,3,3,4,3,3
2024-04-10,01,4,4,4,3,3,3,4,4,3,3,3,3,3,3,4,4,4,4
,02,4,4,4,4,4,4,4,4,3,3,3*,3,4,3,4,4,4,4
,03,4,4,4,4,4,4,4,4,4,4,4*,4,4,3,4,4,4*,4
,04,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,05,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,06,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,4,4
,07,4,4,4,3,4,3,4,4,3,3,4,3,3,3,3,4,4,4
,08,4,4,4,3,3,3,4,4,3,3,3,3,3,3,3,4,3,4
,09,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3
,10,3,4,4,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4
,11,4,4,4,3,4,3,4,4,3,3,4,3,4,3,3,4,4,4
,12,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4*,4,4
,13,5,5,5,5,4,4,5,5,4,4,4,4,4,4,5,5*,5,5
,14,5,5,5,5*,5,5,5,6,5,5,5,5,5,5,5,5*,5,5
,15,6,6,6,5*,5,5,5,6,5,5,5,5,5,5,6,5*,6,6
,16,6,6,6,6*,6,5,6,6,5,6,5,5,6,5,6,6*,6,6
,17,6,6,6,6*,6,5,6,6,5,6,5,6,6,5,6,6,6,6
,18,6,6,6,6,6,5,6,6,6,6,5,6,6,5,6,6,6,6
,19,6,6,6,6,6,5,6,6,5,6,5,6,6,5,6,6,5,6
,20,5,5,6,6,6,5,6,6,5,5,5,6,6,6,6,6,5,6
,21,5,5,6,6,6,5,6,6,5,5,4,6,6,5,6,6,5,6
,22,6,5,6,6,6,5,6,6,5,5,4,6,6,5,6,6,5,6
,23,6,6,6,6,6,5,6,6,5,5,5,6,6,5,6,6,6,6
,24,6,6,6,6,6,5,6,6,5,6,5,6,6,5,6,6,6,6
,Daily Max,6,6,6,6,6,5,6,6,6,6,5,6,6,6,6,6,6,6
2024-04-11,01,6,5,6,5,5,5,6,6,6,6,5,5,6,5,6,6,5,5
,02,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5
,03,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5
,04,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
,05,5,5,5,5*,5,5*,5,5,5,5,5,5,5*,5,5,5,5,5
,06,5,5,5,5*,5,5*,5,5,5,5,5,5,5*,5,5,5,5,5
,07,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5
,08,5,5,5,4,5,4,5,5,5,5,4,5,5,4,5,5,5,5
,09,4,4,5,4,4,4,5,5,4,4,4,4,5,4,5,5,5,5
,10,4,4,5,4,4,4,5,5,4,4,4,4,5,4,5,5,5,5
,11,4,4,5,4,4,4,5,5,4,4,4,4,5,4,5,5,5,5
,12,5,4,5,5,5,4,5,5,4,4,4,5,5,4,5,5,5,5
,13,5,5,5,5,5,5,5,6*,5*,5,4,5,5,5,5,5,5,5
,14,5,5,5,5,5,5,5,6*,5*,5,4,5*,5,5,5,5,5,5
,15,5,5,5,5,5,5,5,5,5*,5,5,5*,5,5,5,5,5,5
,16,5,5,5,5,5,5,5,5,5,5,5,5*,5,5,5,5,5,5
,17,5,5,5,5,5,5,5,5,5,5,5,5*,5,5,6,5,5,5
,18,5,5,5,5,5,5,6,6,5,5,5,5,5,5,6,5,5,5
,19,5,5,5,5,5,5,6,6,5,5,5,5,5,5,6,5,5,5
,20,5,4,5,5,5,5,6,6,5,5,5,5,5,5,5,5,5,5
,21,5,4,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5
,22,5,3,5,5,5,4,5,5,5,4,3,5,4,5,4,5,5,5
,23,5,3,5,5,5,4,4,5,4,4,3,4,4,4,3,4,5,5
,24,5,3,5,5,4,4,4,4,4,4,3,4,4,4,3,4,5,5
,Daily Max,6,5,6,5,5,5,6,6,6,6,5,5,6,5,6,6,5,5
2024-04-12,01,4,3,5,4,4,3,4,4,4,4,3,4,3,4,2,4,4,5
,02,4,3,5,4,4,3,3,4,4,4,3,3,3,4,2,4,4,4
,03,4,3,4,4,4,3,3,4,3,4,3,3,3,4,2,4,4,4
,04,4,3,4,4,4,3,3,4,3,4,3,3,3,3,2,4,4,4
,05,4,2,4,4,4,3,3,3,3,3,3,3,3,3,2,4,4,4
,06,4,2,4,4,4,3,3,3,3,3,2,3,3,3,2,4,4,4
,07,4,2,4,4,4,3,3,3,3,3,2,3,3,3,2,4,4,4
,08,4,2,4,4,4,3,3,3,3,3,2,3,3,4,2,4,4,4
,09,4,3,4,4,4,4,3,4,3,4,3,3,3,4,3,4,4,4
,10,4,4,4,4,4,4,4,4,3,4,3,4,3,4,3,4,4,4
,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,12,4,5,5,4,5,5,5,5,4,4,4,4,4,4,4,5,5,5
,13,4,5,5,5,5,5,5,5,4,4,4,4,5,4,5,5,5,5
,14,5,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5
,15,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5
,16,5,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5
,17,5,5,5,5,5,5,6,5,6,5,5,6,5,5,5,5,5,5
,18,5,5,5,5,5,5,6,5,6,5,5,5,5,5,5,5,5,5
,19,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5
,20,4,4,4,5,4,5,5,5,5,5,5,5,4,5,4,5,5,5
,21,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,5,4,4
,22,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
,23,4,3,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4
,24,4,3,3,4,4,4,4,3,4,4,3,3,3,3,2,4,4,4
,Daily Max,5,5,5,5,5,5,6,5,6,5,5,6,5,5,5,5,5,5
2024-04-13,01,4,3,3,3,4,4,3,3,4,3,3,3,3,3,2,4,4,4
,02,4,3,3,4,4,4,3,3,4,3,3,3,3,3,2,4,4,4
,03,4,3,3,3,4,3,3,3,4,4,3,3,3,2,2,4,4,4
,04,4,2,3,3,4,3,3,3,4,3,2,2,3,2,2,3,4,4
,05,3,2,3,3,4,3,3,3,3,3,2,2,3,2,1,3,3,4
,06,3,2,3,3,4,3,3,3,3,3,2,2,3,2,1,3,3,4
,07,3,2,3,3,4,3,3,2,3,3,2,2,2,2,1,3,3,4
,08,3,2,3,3,4,3,3,2,3*,3,2,2,2,2,2,3,3,4
,09,3,3,3,3,4,3,3,3,3*,3,3,2,3,2,2,3,3,4
,10,3,3,3,4,4,3,4,3,3,3,3,3,3,3,2,4,4,4
,11,3,4,4,4,4,4,4,3,4,4,3,3,3,3,3,4,4,4
,12,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
,13,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4
,14,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,17,4,4,4,4,4,4,4*,4,4,4,4,4,4,4,4,4,4,4
,18,4,4,4,4,4,4,4*,4,4,4,4,4,4,4,4,4,4,4
,19,4,4,4,4,4,4,4*,4,4,4,4,4,4,4,4,4,4,4
,20,3,3,4,3,4,4,4*,4,4,4,3,3,4,3,4,4,3,4
,21,3,3,4,3,3,3,3*,4,4,3,3,3,3,3,3,4,3,4
,22,3,3,3,3,3,3,3*,3,3,3,3,3,3,3,3,4,3,3
,23,3,3,3,3,3,3,3*,3,3,3,3,3,3,3,3,4,3,3
,24,3,3,3,3,3,3,3*,3,3,3,3,3,3,3,2,3,3,3
,Daily Max,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2024-04-14,01,3,3,3,3,3,3,3*,3,3,3,3,3,3,3,2,3,3,3
,02,3,3,3,3,3,3,3*,3,3,3,3,2,3,3,2,3,3,3
,03,3,3,3,3,3,3,3*,3,3,3,3,2,3,3,2,3,3,3
,04,2,2,3,2,2,2,2*,3,3,3,3,2,3,2,2,3,2,3
,05,2,2,3,2,2,2,2*,2,2,3,3,2,2,2,2,3,2,2
,06,2,2,3,2,2,2,2*,2,2,2,2,2,2,2,2,3,2,2
,07,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,2,3,2,2
,08,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,2,3,2,2
,09,2,2,2,2,2,2,2*,2,2,2,2,2,2,2,2,3,2,2
,10,2,2,2,2,2,2,2*,2,2,2,3,2,2,2,2,3,2,2
,11,2,2,2,2,2,2,2*,2,3,2,3,2,3,2,2,3,3,3
,12,3,3,3,2,3,3,2*,2,3,3,3,2,3,3,2,3,3,3
,13,3,3,3,2,3,3,3*,2,3,3,3,3,3,3,2,3,3,3
,14,3,3,3,2,3,3,3*,3,3,3,3,3,3,3,3,3,3,3
,15,3,3,3,3,3,3,3*,3,3,3,3,3,3,3,3,3,3,3
,16,3,3,3,3,3,3,3*,3,3,3,3,3,3,3,3,3,3,3
,17,3,3,3,3,3,3,3*,3,3,3,2,3,3,3,3,3,3,3
,18,3,3,3,3,3,3,3*,3,3,3,2,3,3,3,3,3,3,3
,19,2,3,3,3,3,3,3*,3,3,3,2,3,3,3,3,3,3,3
,20,2,3,3,2,2,3,3*,3,3,3,2,2,3,3,2,3,3,3
